id,action_id,verb_id,noun_id,action_cls,verb_cls,noun_cls
933,972,10,73,pass container part to other hand,pass,container part
934,638,0,55,pick up lid,pick up,lid
935,799,5,55,position lid,position,lid
936,1087,3,73,rotate container part,rotate,container part
937,845,5,73,position container part,position,container part
938,971,2,73,inspect container part,inspect,container part
939,677,8,55,position screw on lid,position screw on,lid
940,1030,6,55,screw lid with hand,screw,lid
941,875,6,55,screw lid with screwdriver,screw,lid
942,1031,3,50,rotate light,rotate,light
943,390,11,55,tilt up lid,tilt up,lid
944,847,4,71,unscrew sixth wheel with screwdriver,unscrew,sixth wheel
945,768,7,71,remove sixth wheel,remove,sixth wheel
946,802,1,71,put down sixth wheel,put down,sixth wheel
947,800,0,71,pick up sixth wheel,pick up,sixth wheel
948,801,5,71,position sixth wheel,position,sixth wheel
949,919,8,71,position screw on sixth wheel,position screw on,sixth wheel
950,846,6,71,screw sixth wheel with screwdriver,screw,sixth wheel
951,1088,4,71,unscrew sixth wheel with hand,unscrew,sixth wheel
952,973,9,71,remove screw from sixth wheel,remove screw from,sixth wheel
953,726,4,42,unscrew side door with screwdriver,unscrew,side door
954,1089,9,42,remove screw from side door,remove screw from,side door
955,1090,23,18,shake wheel,shake,wheel
956,1033,16,84,attempt to remove rim,attempt to remove,rim
957,1254,7,84,remove rim,remove,rim
958,1165,13,35,push water tank,push,water tank
959,920,0,84,pick up rim,pick up,rim
960,769,5,84,position rim,position,rim
961,613,8,42,position screw on side door,position screw on,side door
962,876,6,42,screw side door with screwdriver,screw,side door
963,848,6,65,screw fire extinguisher with screwdriver,screw,fire extinguisher
964,877,4,42,unscrew side door with hand,unscrew,side door
965,1091,6,42,screw side door with hand,screw,side door
966,1255,17,65,attempt to pick up fire extinguisher,attempt to pick up,fire extinguisher
967,1092,13,22,push excavator arm,push,excavator arm
968,1034,19,28,attempt to unscrew turntable base,attempt to unscrew,turntable base
969,849,17,28,attempt to pick up turntable base,attempt to pick up,turntable base
970,507,12,24,attempt to position bucket,attempt to position,bucket
971,770,4,24,unscrew bucket with hand,unscrew,bucket
972,921,16,28,attempt to remove turntable base,attempt to remove,turntable base
973,422,10,20,pass boom to other hand,pass,boom
974,803,11,4,tilt up chassis,tilt up,chassis
975,922,19,24,attempt to unscrew bucket,attempt to unscrew,bucket
976,1035,20,28,attempt to put down turntable base,attempt to put down,turntable base
977,1256,2,74,inspect cabin window,inspect,cabin window
978,771,6,43,screw jackhammer arm with screwdriver,screw,jackhammer arm
979,850,3,43,rotate jackhammer arm,rotate,jackhammer arm
980,517,1,43,put down jackhammer arm,put down,jackhammer arm
981,195,12,15,attempt to position rear body,attempt to position,rear body
982,518,0,43,pick up jackhammer arm,pick up,jackhammer arm
983,538,5,43,position jackhammer arm,position,jackhammer arm
984,878,8,43,position screw on jackhammer arm,position screw on,jackhammer arm
985,539,15,18,pull wheel,pull,wheel
986,554,2,43,inspect jackhammer arm,inspect,jackhammer arm
987,974,14,5,tilt down finished toy,tilt down,finished toy
988,1259,16,60,attempt to remove blade,attempt to remove,blade
989,1258,16,26,attempt to remove track,attempt to remove,track
990,555,2,26,inspect track,inspect,track
991,1166,10,26,pass track to other hand,pass,track
992,682,3,26,rotate track,rotate,track
993,704,0,60,pick up blade,pick up,blade
994,1257,10,60,pass blade to other hand,pass,blade
995,1260,3,60,rotate blade,rotate,blade
996,681,1,60,put down blade,put down,blade
997,1261,2,75,inspect figurine,inspect,figurine
998,1350,15,60,pull blade,pull,blade
999,1095,17,25,attempt to pick up front body,attempt to pick up,front body
1000,1094,13,26,push track,push,track
1001,851,5,60,position blade,position,blade
1002,679,8,60,position screw on blade,position screw on,blade
1003,680,6,60,screw blade with screwdriver,screw,blade
1004,1093,2,60,inspect blade,inspect,blade
1005,660,14,60,tilt down blade,tilt down,blade
1006,601,11,60,tilt up blade,tilt up,blade
1007,683,4,60,unscrew blade with screwdriver,unscrew,blade
1008,1097,4,60,unscrew blade with hand,unscrew,blade
1009,880,9,60,remove screw from blade,remove screw from,blade
1010,879,7,60,remove blade,remove,blade
1011,1036,4,56,unscrew chassis part with screwdriver,unscrew,chassis part
1012,1167,4,56,unscrew chassis part with hand,unscrew,chassis part
1013,923,8,56,position screw on chassis part,position screw on,chassis part
1014,705,12,26,attempt to position track,attempt to position,track
1015,1096,6,60,screw blade with hand,screw,blade
1016,852,15,2,pull screwdriver,pull,screwdriver
1017,706,6,34,screw ladder basket with screwdriver,screw,ladder basket
1018,1098,3,55,rotate lid,rotate,lid
1019,924,2,55,inspect lid,inspect,lid
1020,1262,12,55,attempt to position lid,attempt to position,lid
1021,975,15,10,pull interior,pull,interior
1022,556,3,20,rotate boom,rotate,boom
1023,727,17,20,attempt to pick up boom,attempt to pick up,boom
1024,1099,11,3,tilt up cabin,tilt up,cabin
1025,318,14,13,tilt down arm,tilt down,arm
1026,881,6,64,screw jackhammer with screwdriver,screw,jackhammer
1027,614,0,17,pick up diagram,pick up,diagram
1028,579,16,15,attempt to remove rear body,attempt to remove,rear body
1029,1100,20,25,attempt to put down front body,attempt to put down,front body
1030,976,17,13,attempt to pick up arm,attempt to pick up,arm
1031,804,12,36,attempt to position bulldozer arm,attempt to position,bulldozer arm
1032,1101,20,5,attempt to put down finished toy,attempt to put down,finished toy
1033,926,10,50,pass light to other hand,pass,light
1034,728,11,30,tilt up transport cabin,tilt up,transport cabin
1035,925,23,30,shake transport cabin,shake,transport cabin
1036,580,17,7,attempt to pick up roof,attempt to pick up,roof
1037,927,17,26,attempt to pick up track,attempt to pick up,track
1038,1168,22,26,attempt to screw track,attempt to screw,track
1039,640,1,17,put down diagram,put down,diagram
1040,445,0,47,pick up roller arm,pick up,roller arm
1041,476,2,47,inspect roller arm,inspect,roller arm
1042,430,4,37,unscrew roller with screwdriver,unscrew,roller
1043,519,3,47,rotate roller arm,rotate,roller arm
1044,882,4,47,unscrew roller arm with screwdriver,unscrew,roller arm
1045,444,4,44,unscrew push frame with screwdriver,unscrew,push frame
1046,508,9,44,remove screw from push frame,remove screw from,push frame
1047,460,1,44,put down push frame,put down,push frame
1048,459,0,44,pick up push frame,pick up,push frame
1049,805,10,44,pass push frame to other hand,pass,push frame
1050,458,8,44,position screw on push frame,position screw on,push frame
1051,806,6,37,screw roller with hand,screw,roller
1052,602,6,37,screw roller with screwdriver,screw,roller
1053,477,1,47,put down roller arm,put down,roller arm
1054,928,8,47,position screw on roller arm,position screw on,roller arm
1055,1102,6,47,screw roller arm with screwdriver,screw,roller arm
1056,1103,4,37,unscrew roller with hand,unscrew,roller
1057,977,3,44,rotate push frame,rotate,push frame
1058,520,6,44,screw push frame with hand,screw,push frame
1059,431,6,44,screw push frame with screwdriver,screw,push frame
1060,883,13,10,push interior,push,interior
1061,581,8,39,position screw on water tank part,position screw on,water tank part
1062,641,6,39,screw water tank part with screwdriver,screw,water tank part
1063,853,22,14,attempt to screw front bumper,attempt to screw,front bumper
1064,615,4,33,unscrew body with screwdriver,unscrew,body
1065,729,9,33,remove screw from body,remove screw from,body
1066,616,6,33,screw body with screwdriver,screw,body
1067,772,8,49,position screw on strap,position screw on,strap
1068,1351,13,75,push figurine,push,figurine
1069,854,9,35,remove screw from water tank,remove screw from,water tank
1070,1169,7,86,remove fire equipment,remove,fire equipment
1071,1104,16,86,attempt to remove fire equipment,attempt to remove,fire equipment
1072,773,0,78,pick up connector,pick up,connector
1073,1170,0,86,pick up fire equipment,pick up,fire equipment
1074,1263,5,86,position fire equipment,position,fire equipment
1075,730,5,78,position connector,position,connector
1076,1172,19,55,attempt to unscrew lid,attempt to unscrew,lid
1077,1171,4,55,unscrew lid with drill,unscrew,lid
1078,1105,10,76,pass drill to other hand,pass,drill
1079,1264,9,82,remove screw from windshield,remove screw from,windshield
1080,884,7,82,remove windshield,remove,windshield
1081,929,1,82,put down windshield,put down,windshield
1082,931,4,55,unscrew lid with screwdriver bit,unscrew,lid
1083,1174,4,14,unscrew front bumper with drill,unscrew,front bumper
1084,1265,6,4,screw chassis with drill,screw,chassis
1085,807,12,33,attempt to position body,attempt to position,body
1086,1352,6,55,screw lid with drill,screw,lid
1087,978,0,82,pick up windshield,pick up,windshield
1088,1106,2,82,inspect windshield,inspect,windshield
1089,930,5,82,position windshield,position,windshield
1090,1173,8,82,position screw on windshield,position screw on,windshield
1091,979,4,10,unscrew interior with screwdriver bit,unscrew,interior
1092,1266,4,82,unscrew windshield with hand,unscrew,windshield
1093,1107,6,4,screw chassis with screwdriver bit,screw,chassis
1094,1109,6,10,screw interior with screwdriver bit,screw,interior
1095,1353,6,55,screw lid with screwdriver bit,screw,lid
1096,1108,8,41,position screw on screwdriver bit,position screw on,screwdriver bit
1097,1175,19,48,attempt to unscrew grill,attempt to unscrew,grill
1098,932,4,48,unscrew grill with hand,unscrew,grill
1099,557,19,12,attempt to unscrew rear base,attempt to unscrew,rear base
1100,346,12,16,attempt to position dump bed,attempt to position,dump bed
1101,1267,23,16,shake dump bed,shake,dump bed
1102,885,22,15,attempt to screw rear body,attempt to screw,rear body
1103,1268,12,46,attempt to position mixer stand,attempt to position,mixer stand
1104,980,3,46,rotate mixer stand,rotate,mixer stand
1105,1269,16,61,attempt to remove sound module,attempt to remove,sound module
1106,1176,6,53,screw mixer with hand,screw,mixer
1107,808,16,31,attempt to remove crane arm,attempt to remove,crane arm
1108,887,13,31,push crane arm,push,crane arm
1109,1037,15,31,pull crane arm,pull,crane arm
1110,886,2,62,inspect hook,inspect,hook
1111,933,8,62,position screw on hook,position screw on,hook
1112,582,2,38,inspect step,inspect,step
1113,1038,20,15,attempt to put down rear body,attempt to put down,rear body
1114,1177,15,36,pull bulldozer arm,pull,bulldozer arm
1115,661,8,54,position screw on clamp arm,position screw on,clamp arm
1116,809,6,54,screw clamp arm with hand,screw,clamp arm
1117,934,6,54,screw clamp arm with screwdriver,screw,clamp arm
1118,774,2,67,inspect clamp,inspect,clamp
1119,731,7,58,remove ladder,remove,ladder
1120,1110,10,48,pass grill to other hand,pass,grill
1121,1178,12,48,attempt to position grill,attempt to position,grill
1122,1039,17,39,attempt to pick up water tank part,attempt to pick up,water tank part
1123,888,6,39,screw water tank part with hand,screw,water tank part
1124,935,3,58,rotate ladder,rotate,ladder
1125,603,16,20,attempt to remove boom,attempt to remove,boom
1126,1040,20,24,attempt to put down bucket,attempt to put down,bucket
1127,521,6,49,screw strap with hand,screw,strap
1128,981,3,49,rotate strap,rotate,strap
1129,1179,22,49,attempt to screw strap,attempt to screw,strap
1130,1270,17,50,attempt to pick up light,attempt to pick up,light
1131,982,4,40,unscrew cylinder with hand,unscrew,cylinder
1132,478,7,40,remove cylinder,remove,cylinder
1133,1041,9,47,remove screw from roller arm,remove screw from,roller arm
1134,461,2,37,inspect roller,inspect,roller
1135,684,10,37,pass roller to other hand,pass,roller
1136,1042,19,37,attempt to unscrew roller,attempt to unscrew,roller
1137,685,8,37,position screw on roller,position screw on,roller
1138,522,7,44,remove push frame,remove,push frame
1139,1180,15,37,pull roller,pull,roller
1140,1181,13,23,push arm connector,push,arm connector
1141,889,16,44,attempt to remove push frame,attempt to remove,push frame
1142,604,23,37,shake roller,shake,roller
1143,1111,17,23,attempt to pick up arm connector,attempt to pick up,arm connector
1144,1112,6,47,screw roller arm with hand,screw,roller arm
1145,936,13,15,push rear body,push,rear body
1146,1182,16,36,attempt to remove bulldozer arm,attempt to remove,bulldozer arm
1147,1183,17,17,attempt to pick up diagram,attempt to pick up,diagram
1148,891,15,7,pull roof,pull,roof
1149,1043,4,28,unscrew turntable base with hand,unscrew,turntable base
1150,890,12,32,attempt to position turntable top,attempt to position,turntable top
1151,1184,19,16,attempt to unscrew dump bed,attempt to unscrew,dump bed
1152,855,10,40,pass cylinder to other hand,pass,cylinder
1153,523,8,40,position screw on cylinder,position screw on,cylinder
1154,810,6,40,screw cylinder with hand,screw,cylinder
1155,437,6,40,screw cylinder with screwdriver,screw,cylinder
1156,1186,23,5,shake finished toy,shake,finished toy
1157,1185,4,33,unscrew body with hand,unscrew,body
1158,775,11,51,tilt up rear door,tilt up,rear door
1159,707,14,51,tilt down rear door,tilt down,rear door
1160,893,16,57,attempt to remove basket,attempt to remove,basket
1161,1187,16,34,attempt to remove ladder basket,attempt to remove,ladder basket
1162,1271,16,48,attempt to remove grill,attempt to remove,grill
1163,1044,22,12,attempt to screw rear base,attempt to screw,rear base
1164,892,8,58,position screw on ladder,position screw on,ladder
1165,1113,4,58,unscrew ladder with screwdriver,unscrew,ladder
1166,983,9,58,remove screw from ladder,remove screw from,ladder
1167,1354,10,75,pass figurine to other hand,pass,figurine
1168,984,13,16,push dump bed,push,dump bed
1169,937,20,10,attempt to put down interior,attempt to put down,interior
1170,1188,20,21,attempt to put down rear bumper,attempt to put down,rear bumper
1171,732,22,13,attempt to screw arm,attempt to screw,arm
1172,1189,10,61,pass sound module to other hand,pass,sound module
1173,985,6,28,screw turntable base with hand,screw,turntable base
1174,1272,3,61,rotate sound module,rotate,sound module
1175,1273,12,62,attempt to position hook,attempt to position,hook
1176,1114,16,42,attempt to remove side door,attempt to remove,side door
1177,1115,13,42,push side door,push,side door
1178,1190,13,70,push back seat,push,back seat
1179,1274,8,77,position screw on dashboard,position screw on,dashboard
1180,986,16,37,attempt to remove roller,attempt to remove,roller
1181,1116,22,23,attempt to screw arm connector,attempt to screw,arm connector
1182,1275,15,22,pull excavator arm,pull,excavator arm
1183,987,12,61,attempt to position sound module,attempt to position,sound module
1184,1045,20,12,attempt to put down rear base,attempt to put down,rear base
1185,1191,13,48,push grill,push,grill
1186,413,4,44,unscrew push frame with hand,unscrew,push frame
1187,1192,20,44,attempt to put down push frame,attempt to put down,push frame
1188,776,4,49,unscrew strap with hand,unscrew,strap
1189,1193,17,49,attempt to pick up strap,attempt to pick up,strap
1190,811,10,38,pass step to other hand,pass,step
1191,524,5,44,position push frame,position,push frame
1192,1276,16,85,attempt to remove battery,attempt to remove,battery
1193,1277,11,15,tilt up rear body,tilt up,rear body
1194,1194,6,33,screw body with hand,screw,body
1195,1195,3,66,rotate spoiler,rotate,spoiler
1196,1119,7,85,remove battery,remove,battery
1197,1279,1,85,put down battery,put down,battery
1198,1278,0,85,pick up battery,pick up,battery
1199,1117,3,85,rotate battery,rotate,battery
1200,1118,5,85,position battery,position,battery
1201,1280,19,52,attempt to unscrew engine cover,attempt to unscrew,engine cover
1202,1196,15,43,pull jackhammer arm,pull,jackhammer arm
1203,1197,12,64,attempt to position jackhammer,attempt to position,jackhammer
1204,1120,16,45,attempt to remove container,attempt to remove,container
1205,1355,23,45,shake container,shake,container
1206,1198,16,78,attempt to remove connector,attempt to remove,connector
1207,1121,12,73,attempt to position container part,attempt to position,container part
1208,1122,3,78,rotate connector,rotate,connector
1209,1199,10,78,pass connector to other hand,pass,connector
1210,1046,20,35,attempt to put down water tank,attempt to put down,water tank
1211,1281,17,38,attempt to pick up step,attempt to pick up,step
1212,733,6,12,screw rear base with hand,screw,rear base
1213,988,19,26,attempt to unscrew track,attempt to unscrew,track
1214,1123,6,26,screw track with screwdriver bit,screw,track
1215,1124,7,67,remove clamp,remove,clamp
1216,812,19,21,attempt to unscrew rear bumper,attempt to unscrew,rear bumper
1217,1282,6,34,screw ladder basket with hand,screw,ladder basket
1218,1125,6,58,screw ladder with hand,screw,ladder
1219,989,19,30,attempt to unscrew transport cabin,attempt to unscrew,transport cabin
1220,642,12,40,attempt to position cylinder,attempt to position,cylinder
1221,1283,10,72,pass front base to other hand,pass,front base
1222,1201,9,64,remove screw from jackhammer,remove screw from,jackhammer
1223,1047,19,49,attempt to unscrew strap,attempt to unscrew,strap
1224,1200,13,43,push jackhammer arm,push,jackhammer arm
1225,1048,19,34,attempt to unscrew ladder basket,attempt to unscrew,ladder basket
1226,1203,10,57,pass basket to other hand,pass,basket
1227,1202,6,57,screw basket with hand,screw,basket
1228,734,1,83,put down mixer part,put down,mixer part
1229,1126,9,68,remove screw from tilter,remove screw from,tilter
1230,708,0,83,pick up mixer part,pick up,mixer part
1231,1284,12,83,attempt to position mixer part,attempt to position,mixer part
1232,894,5,83,position mixer part,position,mixer part
1233,1285,12,72,attempt to position front base,attempt to position,front base
1234,1049,2,72,inspect front base,inspect,front base
1235,1358,4,88,unscrew exhaust pipe with screwdriver,unscrew,exhaust pipe
1236,1359,9,88,remove screw from exhaust pipe,remove screw from,exhaust pipe
1237,1356,7,88,remove exhaust pipe,remove,exhaust pipe
1238,1357,1,88,put down exhaust pipe,put down,exhaust pipe
1239,1360,0,88,pick up exhaust pipe,pick up,exhaust pipe
1240,1362,5,88,position exhaust pipe,position,exhaust pipe
1241,1363,8,88,position screw on exhaust pipe,position screw on,exhaust pipe
1242,1364,6,88,screw exhaust pipe with hand,screw,exhaust pipe
1243,1361,6,88,screw exhaust pipe with screwdriver,screw,exhaust pipe
1244,1288,5,76,position drill,position,drill
1245,1289,7,41,remove screwdriver bit,remove,screwdriver bit
1246,1290,20,19,attempt to put down nut,attempt to put down,nut
1247,1287,6,52,screw engine cover with screwdriver bit,screw,engine cover
1248,938,6,29,screw rear roof with screwdriver bit,screw,rear roof
1249,1286,6,69,screw spare wheel with screwdriver bit,screw,spare wheel
1250,990,7,83,remove mixer part,remove,mixer part
1251,1291,10,83,pass mixer part to other hand,pass,mixer part
1252,1292,23,36,shake bulldozer arm,shake,bulldozer arm
1253,1204,17,30,attempt to pick up transport cabin,attempt to pick up,transport cabin
1254,939,2,52,inspect engine cover,inspect,engine cover
1255,1205,2,66,inspect spoiler,inspect,spoiler
1256,1293,6,22,screw excavator arm with wrench,screw,excavator arm
1257,813,12,31,attempt to position crane arm,attempt to position,crane arm
1258,856,4,15,unscrew rear body with screwdriver bit,unscrew,rear body
1259,1294,4,13,unscrew arm with screwdriver bit,unscrew,arm
1260,1295,4,67,unscrew clamp with screwdriver bit,unscrew,clamp
1261,991,4,20,unscrew boom with screwdriver bit,unscrew,boom
1262,1208,4,32,unscrew turntable top with screwdriver bit,unscrew,turntable top
1263,1298,7,87,remove turnplate,remove,turnplate
1264,1367,0,87,pick up turnplate,pick up,turnplate
1265,1297,5,87,position turnplate,position,turnplate
1266,1365,8,87,position screw on turnplate,position screw on,turnplate
1267,1296,6,87,screw turnplate with hand,screw,turnplate
1268,1366,9,87,remove screw from turnplate,remove screw from,turnplate
1269,1206,6,32,screw turntable top with screwdriver bit,screw,turntable top
1270,1207,22,20,attempt to screw boom,attempt to screw,boom
1271,1209,6,15,screw rear body with screwdriver bit,screw,rear body
1272,1127,6,19,screw nut with screwdriver bit,screw,nut
1273,1128,6,20,screw boom with screwdriver bit,screw,boom
1274,992,6,62,screw hook with screwdriver,screw,hook
1275,1299,15,62,pull hook,pull,hook
1276,940,4,11,unscrew fourth wheel with wrench,unscrew,fourth wheel
1277,1369,4,62,unscrew hook with wrench,unscrew,hook
1278,1129,4,20,unscrew boom with wrench,unscrew,boom
1279,1368,4,28,unscrew turntable base with wrench,unscrew,turntable base
1280,1130,6,6,screw first wheel with wrench,screw,first wheel
1281,1300,12,68,attempt to position tilter,attempt to position,tilter
1282,1050,13,52,push engine cover,push,engine cover
1283,777,12,52,attempt to position engine cover,attempt to position,engine cover
1284,1131,17,59,attempt to pick up rocker panel,attempt to pick up,rocker panel
1285,1301,15,59,pull rocker panel,pull,rocker panel
1286,1303,4,55,unscrew lid with hand,unscrew,lid
1287,1302,13,55,push lid,push,lid
1288,1304,6,19,screw nut with wrench,screw,nut
1289,895,12,43,attempt to position jackhammer arm,attempt to position,jackhammer arm
1290,1370,23,43,shake jackhammer arm,shake,jackhammer arm
1291,993,16,55,attempt to remove lid,attempt to remove,lid
1292,1305,15,42,pull side door,pull,side door
1293,1210,3,70,rotate back seat,rotate,back seat
1294,1371,4,31,unscrew crane arm with hand,unscrew,crane arm
1295,1306,4,62,unscrew hook with hand,unscrew,hook
1296,941,2,40,inspect cylinder,inspect,cylinder
1297,1372,4,58,unscrew ladder with hand,unscrew,ladder
1298,1211,23,31,shake crane arm,shake,crane arm
1299,994,11,29,tilt up rear roof,tilt up,rear roof
1300,1132,14,29,tilt down rear roof,tilt down,rear roof
1301,1133,10,56,pass chassis part to other hand,pass,chassis part
1302,1134,6,56,screw chassis part with hand,screw,chassis part
1303,995,2,44,inspect push frame,inspect,push frame
1304,1051,12,37,attempt to position roller,attempt to position,roller
1305,1212,22,28,attempt to screw turntable base,attempt to screw,turntable base
1306,1307,13,28,push turntable base,push,turntable base
1307,1135,8,72,position screw on front base,position screw on,front base
1308,1308,10,46,pass mixer stand to other hand,pass,mixer stand
1309,942,2,78,inspect connector,inspect,connector
1310,996,3,40,rotate cylinder,rotate,cylinder
1311,1309,17,35,attempt to pick up water tank,attempt to pick up,water tank
1312,1310,19,33,attempt to unscrew body,attempt to unscrew,body
1313,1311,13,33,push body,push,body
1314,1213,22,33,attempt to screw body,attempt to screw,body
1315,1373,4,43,unscrew jackhammer arm with hand,unscrew,jackhammer arm
1316,896,22,22,attempt to screw excavator arm,attempt to screw,excavator arm
1317,1312,23,22,shake excavator arm,shake,excavator arm
1318,1214,21,26,spin track,spin,track
1319,1215,13,40,push cylinder,push,cylinder
1320,1313,17,40,attempt to pick up cylinder,attempt to pick up,cylinder
1321,1136,22,40,attempt to screw cylinder,attempt to screw,cylinder
1322,1216,9,56,remove screw from chassis part,remove screw from,chassis part
1323,1217,7,89,remove roller part,remove,roller part
1324,1317,13,44,push push frame,push,push frame
1325,1315,0,89,pick up roller part,pick up,roller part
1326,1316,5,89,position roller part,position,roller part
1327,1314,2,89,inspect roller part,inspect,roller part
1328,1218,23,13,shake arm,shake,arm
1329,1374,23,47,shake roller arm,shake,roller arm
1330,1219,19,36,attempt to unscrew bulldozer arm,attempt to unscrew,bulldozer arm
1331,1319,17,24,attempt to pick up bucket,attempt to pick up,bucket
1332,1318,23,25,shake front body,shake,front body
1333,1220,16,38,attempt to remove step,attempt to remove,step
1334,1052,3,72,rotate front base,rotate,front base
1335,1320,4,77,unscrew dashboard with screwdriver,unscrew,dashboard
1336,1137,12,44,attempt to position push frame,attempt to position,push frame
1337,1221,22,44,attempt to screw push frame,attempt to screw,push frame
1338,997,13,25,push front body,push,front body
1339,1375,11,46,tilt up mixer stand,tilt up,mixer stand
1340,1321,20,30,attempt to put down transport cabin,attempt to put down,transport cabin
1341,1323,19,19,attempt to unscrew nut,attempt to unscrew,nut
1342,1324,4,54,unscrew clamp arm with screwdriver bit,unscrew,clamp arm
1343,1322,3,87,rotate turnplate,rotate,turnplate
1344,1376,6,67,screw clamp with screwdriver bit,screw,clamp
1345,1222,16,43,attempt to remove jackhammer arm,attempt to remove,jackhammer arm
1346,1327,4,63,unscrew fifth wheel with screwdriver bit,unscrew,fifth wheel
1347,1328,4,71,unscrew sixth wheel with screwdriver bit,unscrew,sixth wheel
1348,1053,7,78,remove connector,remove,connector
1349,1054,1,78,put down connector,put down,connector
1350,1377,4,45,unscrew container with hand,unscrew,container
1351,943,7,80,remove cabin back,remove,cabin back
1352,897,1,80,put down cabin back,put down,cabin back
1353,1325,13,45,push container,push,container
1354,1326,6,82,screw windshield with screwdriver,screw,windshield
1355,778,0,80,pick up cabin back,pick up,cabin back
1356,643,5,80,position cabin back,position,cabin back
1357,1330,6,63,screw fifth wheel with screwdriver bit,screw,fifth wheel
1358,1329,6,71,screw sixth wheel with screwdriver bit,screw,sixth wheel
1359,1331,20,26,attempt to put down track,attempt to put down,track
1360,1223,10,77,pass dashboard to other hand,pass,dashboard
1361,1332,12,70,attempt to position back seat,attempt to position,back seat
1362,1138,3,77,rotate dashboard,rotate,dashboard
1363,898,4,26,unscrew track with screwdriver bit,unscrew,track
1364,1378,6,45,screw container with hand,screw,container
1365,1333,20,51,attempt to put down rear door,attempt to put down,rear door
1366,1055,12,49,attempt to position strap,attempt to position,strap
1367,1334,13,49,push strap,push,strap
1368,1335,17,42,attempt to pick up side door,attempt to pick up,side door
1369,1056,6,12,screw rear base with screwdriver bit,screw,rear base
1370,1224,4,12,unscrew rear base with screwdriver bit,unscrew,rear base
1371,1337,3,80,rotate cabin back,rotate,cabin back
1372,1336,6,3,screw cabin with screwdriver bit,screw,cabin
1373,1338,2,68,inspect tilter,inspect,tilter
1374,1339,10,80,pass cabin back to other hand,pass,cabin back
1375,1340,4,82,unscrew windshield with screwdriver,unscrew,windshield
1376,1341,12,78,attempt to position connector,attempt to position,connector
1377,1342,22,53,attempt to screw mixer,attempt to screw,mixer
1378,1379,23,53,shake mixer,shake,mixer
1379,1343,15,46,pull mixer stand,pull,mixer stand
